"site","org","region","country","state","suborg","site_type","incident_url","case_number","status","severity","potential_severity","recordable","creator","created_at","updated_at","is_primary_incident","sub_event_type","sub_event_type_details","initial_info_hro_type","incident_date","incident_time","date_reported","time_reported","last_update_to_recordability","last_update_to_severity","map_external_service","map_external_service_id","initial_info_risk_assessment_category","initial_info_risk_assessment_group","initial_info_risk_assessment_hazard","initial_info_risk_assessment_likeliness","initial_info_risk_assessment_severity","initial_risk_assessment_criticality","initial_risk_assessment_likeliness","initial_risk_assessment_severity","post_risk_assessment_criticality","post_risk_assessment_likeliness","post_risk_assessment_severity","initial_info_phase_status","initial_info_updated_at","initial_info_contractor_firm_employee","initial_info_application_isolation_work_risk","initial_info_is_confined_space_in_site_confined_space_inventory","initial_info_date_of_installation","initial_info_date_of_last_inspection","initial_info_date_of_last_preventative_maintenance","initial_info_incident_description","initial_info_did_confined_space_require_permit_to_work","initial_info_did_site_complete_ptw_form","initial_info_did_the_task_require_permit_to_work","initial_info_does_hro_have_standard_documentation","initial_info_equipment_identification_numbers","initial_info_equipment_involved","initial_info_frequency_of_maintenance","initial_info_conveyance_secured_from_operation","initial_info_lifting_focal_points","initial_info_incident_location","initial_info_pit_event_make","initial_info_number_of_entry_points","initial_info_number_of_exit_points","initial_info_pit_id","initial_info_pit_process","initial_info_safe_working_load","initial_info_hro_sub_type_of_auto_machine","initial_info_type_of_arc_flash","initial_info_type_of_automation_event","initial_info_type_of_cid_event","initial_info_contractor_type","initial_info_type_of_electric_shock","initial_info_type_of_lifting_equipment","initial_info_type_of_hazards_involved","initial_info_type_of_load","initial_info_type_of_packaging_or_sortation_machine","initial_info_pit_type","initial_info_wah_activity_related_to","initial_info_fire_watch_arranged","initial_info_fire_watch_stationed_in_hot_area","initial_info_hot_work_conducted_in_designated_areas","initial_info_temporary_hot_work_area_used","initial_info_weight_of_load","initial_info_employee_occupation","initial_info_contractor_firm_related","initial_info_agency_name","initial_info_contractor_department","initial_info_work_height_from_ground","initial_info_was_work_specific_cip_in_place","initial_info_shift","initial_info_shift_start_time","initial_info_manager_supervisor_alias","investigation_phase_status","investigation_updated_at","investigation_hours_pit_operated_last_30_days","investigation_product_involved","investigation_asin","investigation_witness_statements_available","investigation_witness_statements_description","investigation_date_of_first_certification","investigation_date_of_last_certification","investigation_documentation_standards_policies","investigation_documentation_equipment","investigation_documentation_associate_or_personal","investigation_documentation_activity_or_processes","investigation_driver_information","investigation_evidence_near_incident_location","investigation_evidence_near_incident_location_description","investigation_hours_driven_in_week","investigation_last_day_off","investigation_make_of_pit_event","investigation_object_substance_involved","investigation_primary_object_type","investigation_secondary_object_type","investigation_photos_available","investigation_recreation_photos_available","investigation_pit_rule_type","investigation_pit_rule_type_secondary","investigation_telematics","investigation_tools_or_equipment_condition","investigation_tools_or_equipment_condition_description","investigation_primary_impact","investigation_secondary_impact","investigation_video_footage_available","investigation_was_pit_rules_violated","rca_phase_status","rca_updated_at","rca_primary_cause","rca_root_cause_variant","rca_root_cause_other","rca_contributing_factor_category","rca_contributing_factor_human_behaviour","rca_contributing_factor_org_process","rca_contributing_factor_org_workplace","rca_contributing_factor_tech_equipment","rca_contributing_factor_tech_material","rca_contributing_factorhuman_leadership","rca_external_analysis_link","rca_comments","badge_color"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/af9b6f3d-d760-439a-9bab-1125676815a0/summary","HMD3-22-af9b6f3d","CLOSED","PENDING","B",0,"oconpaul","2022-11-11 20:47:20.643","2025-02-06 20:50:15.561",0,"PIT","PIT vs Structure",,"2022-11-09 00:00:00","2022-11-11T17:44:00.043Z","2022-11-11 00:00:00","2022-11-11T17:01:00.512Z","2022-11-11 20:47:20.643","2022-11-11 20:47:20.643","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 22:02:06.318",,,,,,,"On 11/9/2022 at approximately 12:49 AA was working in Dock Crew while unloading when AA struck a fan while entering a trailer to retrieve a pallet resulting in damage to the fan and the bracketing that held it. 

12:40- AA moved fan while maneuvering into trailer but did not damage the fan
12:49- AA moved into trailer to retrieve another pallet but because the fan had moved previously when they attempted to enter the trailer they knocked the fan off of its bracketing left hanging from its wire 

The associate was working at the inbound dock when the incident occurred.

Was the AA offered First Aid? NO 
The AA with start date of 12/9/2021 was initially trained in this task in June and was performing this task for three and a half hours prior on the day of incident, the last time the AA performed this task was on 11/5/2022. The AA WAS NOT working overtime at the time of incident. This task DOES have an associated PMV/Standard. The associate WAS performing this task per the PMV/Standard at the time of incident. 

Video footage of the incident WAS found. On video, you can see the first time the AA was going into the trailer he moved the fan while maneuvering his forklift for entry into the trailer. The second time the AA went into the trailer because it had been moved in the previous occasion, he caught the fan on his forklift and was ripped off when he entered the trailer leaving it hanging from its bracketing. 

Environmental Factors
The associate WAS NOT injured by a product. 
Equipment involved in incident: Fan, bracketing, and Forklift 
The work area WAS NOT cluttered or congested.
Everything WAS in its proper 5S location.
The associate WAS wearing the proper PPE.
The PPE WAS in new or like-new condition.
The associate DID NOT participate in stretching exercises.
The associate WAS wearing safety shoes.
",,,,,,,,,,"Ambient","Crown",,,"N/A","Unloading trailer",,,,,,,,,,,,"standup-counterbalanced-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"657f59ae-01bc-42f5-998a-bdb03cda7c32","COMPLETED","2025-02-06 21:52:53.933",,"False",,"True","{""id"":""2fb6e177-205c-453e-a679-89c39f533ef6"",""type"":""img""}",,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False",,,"False","False",,"Struck by or against","Stationary object","False","False","COMPLETED","2025-02-06 22:02:15.125","Inadequate or missing standards or procedures","Inadequate implementation of procedure",,"Human - Behaviour","Failure to look in the direction of travel",,,,,,,"AA failed to properly look at their surrounding before entering a trailer","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/b3c1be6b-7ed4-4c09-baa6-4c8c279486f5/summary","HMD3-22-b3c1be6b","CLOSED","PENDING","PENDING",0,"braneyer","2022-05-04 22:30:28.938","2025-02-06 20:50:25.886",0,"PIT","PIT vs PIT",,"2022-05-04 00:00:00","2022-05-04T12:44:00.000Z","2022-05-04 00:00:00","2022-05-04T12:44:00.000Z","2022-05-04 22:30:28.938","2022-05-04 22:30:28.938","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/PIT)","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 21:57:34.417",,,,,,,"On 5-4-2022 at 08:44, a 20 day AA was driving their order pick after fueling in HSE1 PIT parking when they struck another associate driving their order picker. The first associate made a  U-turn out of the first hydrogen fueling station when they proceeded to pass PIT two who was stationary waiting to exit PIT parking and collided with PIT three in the front of the line  The first associates PIT hit the front left hand corner of the third PIT. No one was injured at the time of the incident and there was no damage to either pieces of equipment. Both associates immediately reported the incident to management. PIT operator one was PIT trained on 4-18-2022. Following the incident, both were removed from PIT for drug testing and retraining at a later date. ",,,,,,,,,,"Other","Crown",,,"SP3066","Pick",,,,,,,,,,,,"turrent-order-picker-vna",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"cb0a1824-3088-4997-800f-deded0e90f93","COMPLETED","2025-02-06 21:57:34.542",,"False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","False",,,"True","False",,,"False","False",,"Struck by or against","Forklift/misc. machines/equipment","False","False",,,,,,,,,,,,,,,"BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/b7e394f2-95fa-4e4a-9430-157b1eb0bd91/summary","HMD3-23-b7e394f2","CLOSED","PENDING","D",0,"wykoffk","2023-04-13 07:31:45.052","2025-02-06 20:50:50.625",0,"PIT","PIT vs Inventory",,"2023-04-12 00:00:00","2023-04-14T01:47:00.530Z","2023-04-12 00:00:00","2023-04-14T01:50:00.686Z","2023-04-13 07:31:45.052","2023-04-13 07:31:45.052","Austin",,"Competence, Awareness, and Training","Management Standards","None","POSSIBLE","NEGLIGIBLE","LOW","POSSIBLE","NEGLIGIBLE","LOW","POSSIBLE","NEGLIGIBLE","COMPLETED","2025-02-06 22:00:31.118",,,,,,,"On 04/12/2023 around 9:45pm an AA was unloading on the outbound dock. AA was attempting to stack two UPP pallets in the staging area in front of DD221. AA placed one pallet on top of the other. When AA started to pull their forks out of the double stacked UPP the forks got caught on the bottom section of the pallet. AA then proceed to raise their forks to catch the pallet bu ended up making it tip. AA did not have the staging are guidance closed at time of incident. This process has a PMV standard the AA was how ever not following that standard at time of incident.",,,,,,,,,,"Outbound Dock","Forklift",,,"1973","Loading trailer",,,,,,,,,,,,"counterbalanced-rider-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"96660c89-a913-4ab4-964c-0a26f33302e8","COMPLETED","2025-02-06 21:56:37.192",,"False",,"True","{""id"":""tmp-8496ed96-3062-472f-9869-400bf91a9ff1""}","2022-11-10 00:00:00","2022-11-10 00:00:00","False","False","False","False","True","False",,,"2023-04-08 00:00:00","Forklift","False",,,"False","False",,,"False","False",,"Cut, puncture, scrape","Object being lifted or handled","True","False","COMPLETED","2025-02-06 22:02:23.143","Communication","Inadequate / conflicting / confusing instructions",,"Human - Behaviour","Deviation from defined process / Drift (Procedure, SOP, PMV/PtW)",,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/bbed73c4-48e5-4b2d-923d-30fee5d433c1/summary","HMD3-24-243","CLOSED","PENDING","B",0,"hedgecod","2024-10-31 05:31:44.313","2025-02-06 20:50:43.649",1,"PIT","PIT vs Inventory",,"2024-10-30 00:00:00","2024-10-31T03:57:00Z","2024-10-30 00:00:00","2024-10-31T03:58:00Z","2024-10-31 05:31:44.313","2024-10-31 05:31:44.313","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 21:58:07.771",,,,,,,"On 10/30/2024 at approximately at 23:56, associate was transporting pallet when turning the associate began lifting the pallet up again while driving. Associate looked like they sharply turned while forks were elevated while driving back. While pulling back and turning this caused the pallet to fall over.",,,,,,,,,,"Inbound Dock","Crown",,,"9695","Unloading trailer",,,,,,,,,,,,"Low Level Order Picker [LLOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"36d01df1-1f9e-466c-939a-398c96f21a76","COMPLETED","2025-02-06 21:58:06.110",,"False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","False",,,"False","False","PIT load handling safety","Tilting load","False","False",,"Caught in or between","Object(s)","True","True","COMPLETED","2025-02-06 21:58:07.837","Inadequate or missing standards or procedures","Other","Associate could not recall training information.","Human - Behaviour","Failure to assess hazards prior to commencing task",,,,,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/bc0bf791-062e-4e38-a78b-0e5b3f74b81f/summary","HMD3-25-144","CLOSED","PENDING","D",0,"akhumes","2025-07-05 15:57:45.578","2025-07-09 17:03:16.915",1,"PIT","PIT vs Structure",,"2025-07-05 00:00:00","2025-07-05T15:05:00Z","2025-07-05 00:00:00","2025-07-05T15:06:00Z","2025-07-05 15:57:45.578","2025-07-05 15:57:45.578","Austin",,"Competence, Awareness, and Training","Management Standards","Competence, Awareness, and Training","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","COMPLETED","2025-07-05 16:12:19.590",,,,,,,"AA was attempting to remove a pallet from E racking. The racking was bent and pushed the pallet forward as they were trying to remove it. This led to them having to push the forks back under it quickly to stop it from falling. This also affected the pallet next to it as it was pushed and began to lean. Damage to racking was reported to rme and ticket was submitted for repairs.",,,,,,,,,,"Pallet Racking","crown",,,"8018","Pallet drop /Pallet staging",,,,,,,,,,,,"Reach Truck [RETR]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"671d038b-11b8-4f95-91a1-2459c63aafa1","COMPLETED","2025-07-05 17:34:38.493",,"False",,"False",,,,"False","False","False","False","False","False",,,,"crown","False",,,"True","False",,,"False","False",,"Struck by or against","Machine or Machinery","False","False","COMPLETED","2025-07-09 16:21:08.153","Inadequate maintenance","Inadequate reparative maintenance",,"Technical - Equipment",,,,"Unstable load or structure",,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/c21e2f6f-587a-4b8f-bac1-ec6cfa895b17/summary","HMD3-23-11","CLOSED","PENDING","B",0,"bclichty","2023-07-02 03:24:31.048","2025-02-06 20:50:48.041",0,"PIT","PIT vs Structure",,"2023-07-01 00:00:00","2023-07-02T01:04:00.370Z","2023-07-01 00:00:00","2023-07-02T01:05:00.008Z","2023-07-02 03:24:31.048","2023-07-02 03:24:31.048","Austin",,"Roles and Responsibilities","Management Standards","None","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-02-06 21:58:09.192",,,,,,,"On 7/01/2021 at 9:00pm AA began to GTDR dock door 216 in.  During the process the AA did not make sure the door was fully opened.  The AA then at 09:04pm proceeded to stack two UPP pallets in front of door in preparation of loading them into the trailer.  The AA did not notice the door not fully open can hit the lower part of the door.  This caused damage to the panel, tracking and bottom trim of door.  The AA immediately notified the OM of the incident who contacted safety.  Safety arrived and took pictures of the damage.  The forklift used during this incident was FL 3618.  The AA was removed from the PIT equipment and reassigned.  RME was contacted to evaluate damage prior to removing loaded UPPs.  After initial examination by RME another AA was allowed to remove the loaded UPPs.  Once trailer empty the door was closed by RME and tagged Out Of Service.  Damage on the door was not considered significant therefore the AA was not drug tested.  AA was not injuried during the incident.   ",,,,,,,,,,"Ambient","Crown",,,"3816","Loading trailer",,,,,,,,,,,,"standup-counterbalanced-forklift",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"d991ca71-d7d0-47b4-b216-c3754fa31f88","COMPLETED","2025-02-06 21:58:09.235",,"False",,"False",,,,"False","False","False","False","False","False",,,,"Crown","True","PIT","Fork truck","True","False","PIT","Overhead clearance for obstructions","False","False",,"Struck by or against","Collision with fixed object","True","True","COMPLETED","2025-02-06 22:02:18.484","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour","Failure to perform preuse check of equipment or vehicle",,,,,,,"AA did not ensure dock door was fully open during GTDR process, then did not check door height when loading UPPs","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/ced806b1-ff03-4476-a535-f67fa8568e7a/summary","HMD3-22-ced806b1","CLOSED","PENDING","B",0,"ryanpew","2022-09-09 21:47:11.702","2025-02-06 20:50:26.389",0,"PIT","PIT vs PIT",,"2022-09-09 00:00:00","2022-09-09T15:55:00.000Z","2022-09-09 00:00:00","2022-09-09T16:30:15.745Z","2022-09-09 21:47:11.702","2022-09-09 21:47:11.702","Austin",,"Motorized_Vehicle_Operation","Safety",,"HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT",,,,"COMPLETED","2025-02-06 22:01:35.262",,,,,,,"On 09/09/2022 at approximately 11:50am AA was traveling to Pit Parking from HMD3. The AA stopped at the intersection and allowed someone to walk across. The AA then beeped, looked both ways to ensure no one else was coming and began to accelerate when the AA operating the OP behind them struck their vehicle resulting in no INJURY, but a noticeable impact. 

Root Cause: The AA driving the OP that made the impact stated that they heard the beeps and assumed they were clear to move forward, but did not turn their attention from waving at an employee to looking in the direction of travel.

Video of the incident was reviewed and matched what each involved AA supplied 
A drug test was ordered and Quest Diagnostic was able to support the facility’s request. 

Both AA’s where pulled off the floor immediately following the incident and waited in AMCARE accompanied by AM.",,,,,,,,,,"Ambient","crown",,,"AA reported after break so PIT could not be identified.","PIT Parking",,,,,,,,,,,,"turrent-order-picker-vna",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"594d20ce-6afc-4cee-b154-cb948b578880","READY","2025-02-06 22:00:47.959",,,,,,,,,,,,,,,,,"crown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/cf96db62-c19c-46be-adf2-b0a41cf6dd6d/summary","HMD3-25-155","CLOSED","D","D",0,"willprem","2025-07-30 22:31:25.346","2025-08-12 17:16:10.704",1,"PIT","PIT vs Pedestrian",,"2025-07-30 00:00:00","2025-07-30T15:41:00Z","2025-07-30 00:00:00","2025-07-30T15:45:00Z","2025-07-30 22:31:25.346","2025-08-12 17:16:10.571","Austin",,"Equipment_Mechanical","Safety","Struck by","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2025-08-04 16:30:07.813",,,,,,,"The associate was escorted to AmCare by their AM. 
PHL (Physicians Health Line) was not called.  NOD (Nurse on Demand) was not called.
AA Status: Went back to work
AA Pain level at time of incident: Pain scale 8/10
AA Pain level after treatment: 0/10

1. _Incident Description_ SSD – HMD3 (Struck By, Left foot) –   On 7/30/2025 at 11:45am, an AA walked to an AM to report their boot being caught between a single ASIN pallet and a bollard. Leading up to the collision, the struck AA was spotted on the green mile speaking with another AA on their way to break. While the PIT Driver was retrieving a Single-ASIN pallet from the drop zone, the PIT driver, the pallet closest to the bollard slid back which led to the injured AA's left foot getting caught between the bollard and pallet.

The The AM then escorted AA to AMCare and escalated to onsite WHS. The AA reported an 8/10 pain level at the time of the incident.  It was confirmed that the AA was wearing steel-toe safety shoes.The AM provided ice therapy for AA, let them sit and put their foot up while WHS attended to them. AM also received witness statements from two AA's who were nearby the event. The AA reported 0/10 pain level after treatment. This will be continued to be monitored throughout the shift. Permissions were pulled after the incident. 

After reviewing video footage, it was confirmed that the injured AA was standing with their left foot in the Single-ASIN Pallet drop zone at the time of the collision. 
After the incident, AM reported to the area for further inspection of the area. The bollards at the location of the incident were also in good condition. It was also found that there were no abnormal lighting, noise, or environmental conditions. 

Immediately after the incident, Quest was called onsite to perform a drug/alcohol test.

2. _First Aid Only_ - Care was offered and accepted in the form of ice therapy. 
3._Training –PIT driver was trained to operate forklift on 2/22/2024. 
4. _Root Cause_ -    Site does not have adequate barriers for PIT equipmen",,,,,,,,,,"Inbound Dock","Crown",,,"N/A","Pallet drop /Pallet staging",,,,,,,,,,,,"Center Rider Pallet Truck [CRPT]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"6c864f61-1a04-4b71-9923-b09582bae125","READY","2025-07-30 22:37:30.471",,,,,,,,,,,,,,,,,"Crown",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/d9bee311-25c1-4803-a2cd-ab6497ca2536/summary","HMD3-25-65","CLOSED","PENDING","B",0,"faulkjd","2025-03-17 18:10:07.112","2025-03-31 17:08:53.297",1,"PIT","PIT vs PIT",,"2025-03-11 00:00:00","2025-03-11T15:51:00Z","2025-03-17 00:00:00","2025-03-17T17:00:00Z","2025-03-17 18:10:07.112","2025-03-17 18:10:07.112","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/PIT)","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-03-17 18:38:12.332",,,,,,,"HMD3, 300 aisle, 11:50) Driver A was emerging from aisle 320, failed to stop. Driver B had moved into the Pit Turning Lane to avoid an on coming PIT and a trash can with cones setup to catch roof leakage from the previous night’s rain. Driver A and B did not see each other in time to alter course or slow down. Driver A struck driver B in the front right support strut with the Lidar protective housing. This caused driver A’s OP to slide into the aisle wall it was still in. Driver B OP’s did not register an impact and they were found in a nearby aisle continuing to pick. Driver A’s OP locked up where it stopped. Safety, an AM and Alliance were called to survey the damage. Both AA’s were unharmed, they were removed from the OP, monitored while they recorded statements about the event, their OP permissions were pulled and they returned to the floor after their break. Safety’s initial report indicated that due to the surrounding circumstances no drug test was needed and the event could be treated as faultless until further investigation. 

Investigating the footage available as of this report points towards two possible factors that if controlled would have prevented this event. Driver A did not stop fully or stop with enough of a wait to see if it was safe to exit his VNA and driver B did not stop to let the PIT in the opposing lane pass the road obstruction and then drive around it while still in the driving lane. If either of these things would have occurred then the PIT would likely not have collided.
",,,,,,,,,,"VNA (Very Narrow Aisle)","Crown",,,"8892","Pick",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"9ceec890-f9be-40bd-9c21-6836d4c98538","COMPLETED","2025-03-17 18:46:19.613","31-60","False",,"True","(HMD3-25-65) ",,,"False","False","False","False","False","False",,,,"Crown","False",,,"True","False","PIT","‘Roller coasting, airplaning, drifting’","False","False",,"Motor vehicle","Collision with another vehicle in motion (moving forward)","True","True","COMPLETED","2025-03-17 19:09:22.462","Training or knowledge-transfer","Inadequate recall of training material",,"Human - Behaviour","Deviation from defined process / Drift (Procedure, SOP, PMV/PtW)",,,,,,,"Also a trash can was obstructing the Pit Lane, this should have been removed sooner as it was not longer needed to collect roof leakage.","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/d9e9ff9c-0ead-4b6a-aab3-db69a37f2258/summary","HMD3-25-97","CLOSED","PENDING","D",0,"joycerr","2025-04-23 03:05:15.307","2025-05-06 01:29:44.804",1,"PIT","PIT vs Inventory",,"2025-04-22 00:00:00","2025-04-22T06:51:00Z","2025-04-22 00:00:00","2025-04-22T06:54:00Z","2025-04-23 03:05:15.307","2025-04-23 03:05:15.307","Austin",,"Motorized_Vehicle_Operation","Safety","Interaction (PIT/Object)","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE","COMPLETED","2025-04-23 03:11:07.185",,,,,,,"AA was stowing a pallet of Peptide Collagen and after placing the pallet on the shelf of Bin E590 the bottom of the shelf collapsed and as the products shifted on the pallet the forks impaled the pallet.  WHSS and the AM decided to await RME's arrival instead of conducting a controlled fall due to the risk of shelving/structure safety.",,,,,,,,,,"Pallet Racking","Crown",,,"RT","Stow",,,,,,,,,,,,"Reach Truck [RETR]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"2808b948-88a9-4b17-a885-cfcebd549dc7","COMPLETED","2025-04-23 03:15:47.259",,"True","{""id"":""7c279e0f-dbe2-41b1-abb8-11ba2442caab"",""productId"":"" B00K6JUG4K  "",""productName"":""Vital Proteins Collagen Peptides""}","True","(HMD3-25-97) ",,,"False","False","False","False","False","False",,,,"Crown","True","Box/package,Pallet,Racks or shelf","Wooden pallet,Shelf,Heavy/bulky box","True","False",,,"False","False",,"Caught in or between","Collapsing material","False","False","COMPLETED","2025-04-23 03:18:37.984","Equipment damage","Other","The bottom of the shelf of Bin 590 collapsed after the pallet was placed on the rack.   It is unclear if there was a structural issue with the shelf or prior damage that caused the shelf of collapse.","Technical - Equipment",,,,"Unstable load or structure",,,,"N/A","BLUE"
"HMD3","AMZL","NA","US","Maryland","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/dae91b34-1ba3-4602-b8fb-32fa2780c5f4/summary","HMD3-25-20","CLOSED","PENDING","C",0,"btmax","2025-01-23 20:12:36.816","2025-02-06 20:50:56.856",1,"PIT","PIT vs Structure",,"2025-01-23 00:00:00","2025-01-23T19:40:00Z","2025-01-23 00:00:00","2025-01-23T19:41:00Z","2025-01-23 20:12:36.816","2025-01-23 20:12:36.816","Austin",,"Equipment_Mechanical","Safety","Struck by","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","COMPLETED","2025-02-06 21:57:22.007",,,,,,,"1.	_Incident Description_ SSD - SITE – AA was stowing in aisle 311 at approximately 1440 hrs when they thought they were connected to the wire guide, however, they were not. AA stated that the OP was beeping as if it was connected so they rose the OP in the air to look for spots to stow. They said they felt a imbalance with the OP and checked the wire which said acquired. They turned it off then back on, but nothing happened so they began to lower the OP down when part of the OP snagged one of the cross beams bending it downward causing a case to begin to fall. AM was notified who in turn notified RME and safety. Once RME and safety were on-site, the OP was able to be backed up and lowered. This caused a hanging case and broken glass to fall. 
2._Training – AA was trained in the stow process path.
3. _Root Cause_ - After further investigation it was found that the root cause of the incident was due to the wire guide not being connected when the AA began to go down the aisle.
4. _Corrective Action_ - AA will have permissions to drive the OP revoked and a retrain will be conducted. .  
5._SGT – AA had no SGT’s in regard to the incident.
6._ADAPT – AA has had no safety adapts in the system.
",,,,,,,,,,"Bulk Floor","Crown",,,"OP","Stow",,,,,,,,,,,,"Vertical Order Picker [VOP]",,,,,,,"Amazon Warehouse Associate","Employee",,,,,,,"3a7da187-33a7-406c-bc29-05130e327184","COMPLETED","2025-02-06 21:58:55.694",,"False",,"True","(HMD3-25-20) ",,,"False","False","False","False","False","False",,,,"Crown","True","Bin","Bat Bin","False","False",,,"False","False",,"Exposure to or contact with","Welding operations","False","False","COMPLETED","2025-02-06 21:58:54.834","Training or knowledge-transfer","Inadequate knowledge transfer",,"Organizational - Process",,"Unsafe equipment, vehicle or material design",,,,,,"N/A","BLUE"
